id,model,disease,property,question,ground_truth,prompt,llm_answer
258,tinyllama,Menkes Disease,hasCausativeGene,Which gene causes Menkes Disease?,ATP7A,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Menkes Disease
Treatment: Copper Histidine Injections
Accumulated Metabolite: Copper (Deficient)
Deficient Enzyme: Copper-Transporting ATPase 1
Symptoms: Hair Abnormalities, Progressive Neurodegeneration
Inheritance Pattern: X-Linked
Causative Gene: ATP7A

=== QUESTION ===
Which gene causes Menkes Disease?

=== ANSWER ===
",The gene causing Menkes Disease is ATP7A.
259,tinyllama,Hereditary Hemochromatosis,hasInheritancePattern,What is the inheritance pattern of Hereditary Hemochromatosis?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Hereditary Hemochromatosis
Treatment: Therapeutic Phlebotomy
Accumulated Metabolite: Iron
Deficient Enzyme: HFE Protein
Symptoms: Diabetes Mellitus, Liver Cirrhosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: HFE

=== QUESTION ===
What is the inheritance pattern of Hereditary Hemochromatosis?

=== ANSWER ===
",The inheritance pattern of Hereditary Hemochromatosis is Auto Somal Receessive.
260,tinyllama,Hereditary Hemochromatosis,treatedWith,How is Hereditary Hemochromatosis treated?,Therapeutic Phlebotomy,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Hereditary Hemochromatosis
Treatment: Therapeutic Phlebotomy
Accumulated Metabolite: Iron
Deficient Enzyme: HFE Protein
Symptoms: Diabetes Mellitus, Liver Cirrhosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: HFE

=== QUESTION ===
How is Hereditary Hemochromatosis treated?

=== ANSWER ===
",I don't know based on the provided knowledge.
261,tinyllama,Hereditary Hemochromatosis,hasDeficientEnzyme,Which enzyme is deficient in Hereditary Hemochromatosis?,HFE Protein,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Hereditary Hemochromatosis
Treatment: Therapeutic Phlebotomy
Accumulated Metabolite: Iron
Deficient Enzyme: HFE Protein
Symptoms: Diabetes Mellitus, Liver Cirrhosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: HFE

=== QUESTION ===
Which enzyme is deficient in Hereditary Hemochromatosis?

=== ANSWER ===
",The enzyme deficient in Hereditary Hemochromatosis is HFE Protein.
262,tinyllama,Hereditary Hemochromatosis,hasSymptom,What symptoms are associated with Hereditary Hemochromatosis?,Diabetes Mellitus; Liver Cirrhosis,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Hereditary Hemochromatosis
Treatment: Therapeutic Phlebotomy
Accumulated Metabolite: Iron
Deficient Enzyme: HFE Protein
Symptoms: Diabetes Mellitus, Liver Cirrhosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: HFE

=== QUESTION ===
What symptoms are associated with Hereditary Hemochromatosis?

=== ANSWER ===
",The provided knowledge is not sufficient to answer the given question. Please provide specific information about the symptoms associated with Hereditary Hemochromatosis in order to have a more comprehensive answer.
263,tinyllama,Hereditary Hemochromatosis,accumulatesMetabolite,Which metabolite accumulates in Hereditary Hemochromatosis?,Iron,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Hereditary Hemochromatosis
Treatment: Therapeutic Phlebotomy
Accumulated Metabolite: Iron
Deficient Enzyme: HFE Protein
Symptoms: Diabetes Mellitus, Liver Cirrhosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: HFE

=== QUESTION ===
Which metabolite accumulates in Hereditary Hemochromatosis?

=== ANSWER ===
","Based on the given knowledge, the question ""Which metabolite accumulates in Hereditary Hemochromatosis?"" cannot be answered based solely on the provided knowledge. Therefore, this question is not covered by the given list of biochemical and genetic diseases."
264,tinyllama,Hereditary Hemochromatosis,hasCausativeGene,Which gene causes Hereditary Hemochromatosis?,HFE,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Hereditary Hemochromatosis
Treatment: Therapeutic Phlebotomy
Accumulated Metabolite: Iron
Deficient Enzyme: HFE Protein
Symptoms: Diabetes Mellitus, Liver Cirrhosis
Inheritance Pattern: Autosomal Recessive
Causative Gene: HFE

=== QUESTION ===
Which gene causes Hereditary Hemochromatosis?

=== ANSWER ===
","Based on the provided knowledge, the correct answer to the question ""Which gene causes Hereditary Hemochromatosis?"" is the HFE gene."
265,tinyllama,Biotinidase Deficiency,hasInheritancePattern,What is the inheritance pattern of Biotinidase Deficiency?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Biotinidase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Biotin (Deficient)
Deficient Enzyme: Biotinidase
Symptoms: Alopecia, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: BTD

=== QUESTION ===
What is the inheritance pattern of Biotinidase Deficiency?

=== ANSWER ===
","Based on the provided knowledge, Biotiiniasdeficiency's inheritance pattern is Auto somalreceiver."
266,tinyllama,Biotinidase Deficiency,treatedWith,How is Biotinidase Deficiency treated?,Biotin Supplementation,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Biotinidase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Biotin (Deficient)
Deficient Enzyme: Biotinidase
Symptoms: Alopecia, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: BTD

=== QUESTION ===
How is Biotinidase Deficiency treated?

=== ANSWER ===
","The answer to the question ""How is Biotiiniphasa Deficiency treated?"" is not given based on the provided knowledge. It is stated that Biotiin Supplementation and Biotiin (Deficient) Accumulation are two different aspects of this disease."
267,tinyllama,Biotinidase Deficiency,hasDeficientEnzyme,Which enzyme is deficient in Biotinidase Deficiency?,Biotinidase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Biotinidase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Biotin (Deficient)
Deficient Enzyme: Biotinidase
Symptoms: Alopecia, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: BTD

=== QUESTION ===
Which enzyme is deficient in Biotinidase Deficiency?

=== ANSWER ===
",The question does not provide enough information to answer the given statement. Please provide more details on the disease or disorder being discussed so that a qualified answer can be provided.
268,tinyllama,Biotinidase Deficiency,hasSymptom,What symptoms are associated with Biotinidase Deficiency?,Alopecia; Seizures,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Biotinidase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Biotin (Deficient)
Deficient Enzyme: Biotinidase
Symptoms: Alopecia, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: BTD

=== QUESTION ===
What symptoms are associated with Biotinidase Deficiency?

=== ANSWER ===
","The answer given above is based on the provided knowledge of Biomedical Assistant. As biomedical definitions are not readily available or accessible, it cannot be used to provide a complete list of symptoms associated with Biotiiniasaeg Deficiency. The question asked was specifically about disease and treatment-related symptoms."
269,tinyllama,Biotinidase Deficiency,accumulatesMetabolite,Which metabolite accumulates in Biotinidase Deficiency?,Biotin (Deficient),"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Biotinidase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Biotin (Deficient)
Deficient Enzyme: Biotinidase
Symptoms: Alopecia, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: BTD

=== QUESTION ===
Which metabolite accumulates in Biotinidase Deficiency?

=== ANSWER ===
","The answer is ""Alopecia"". Biotinidase Deficiency is characterized by acute inflammation resulting from the accumulation of a deficiency enzyme, which leads to severe eye problems in addition to seizures. The gene responsible for this genetic disorder, called BTD, has been identified through research into the auto-somal transporter genes."
270,tinyllama,Biotinidase Deficiency,hasCausativeGene,Which gene causes Biotinidase Deficiency?,BTD,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Biotinidase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Biotin (Deficient)
Deficient Enzyme: Biotinidase
Symptoms: Alopecia, Seizures
Inheritance Pattern: Autosomal Recessive
Causative Gene: BTD

=== QUESTION ===
Which gene causes Biotinidase Deficiency?

=== ANSWER ===
","Based on the provided knowledge, the gene causing Biotinidase Deficiency is not mentioned."
271,tinyllama,Holocarboxylase Synthetase Deficiency,hasInheritancePattern,What is the inheritance pattern of Holocarboxylase Synthetase Deficiency?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Holocarboxylase Synthetase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Mixed Organic Acids
Deficient Enzyme: Holocarboxylase Synthetase
Symptoms: Seizures, Skin Rash
Inheritance Pattern: Autosomal Recessive
Causative Gene: HLCS

=== QUESTION ===
What is the inheritance pattern of Holocarboxylase Synthetase Deficiency?

=== ANSWER ===
","The inheritance pattern of Holocarboxylase Synthetase Deficiency is auto somal receive, indicating that it is inherited via an autosomal recessive gene."
272,tinyllama,Holocarboxylase Synthetase Deficiency,treatedWith,How is Holocarboxylase Synthetase Deficiency treated?,Biotin Supplementation,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Holocarboxylase Synthetase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Mixed Organic Acids
Deficient Enzyme: Holocarboxylase Synthetase
Symptoms: Seizures, Skin Rash
Inheritance Pattern: Autosomal Recessive
Causative Gene: HLCS

=== QUESTION ===
How is Holocarboxylase Synthetase Deficiency treated?

=== ANSWER ===
",The answer is BioTiN Supplementation.
273,tinyllama,Holocarboxylase Synthetase Deficiency,hasDeficientEnzyme,Which enzyme is deficient in Holocarboxylase Synthetase Deficiency?,Holocarboxylase Synthetase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Holocarboxylase Synthetase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Mixed Organic Acids
Deficient Enzyme: Holocarboxylase Synthetase
Symptoms: Seizures, Skin Rash
Inheritance Pattern: Autosomal Recessive
Causative Gene: HLCS

=== QUESTION ===
Which enzyme is deficient in Holocarboxylase Synthetase Deficiency?

=== ANSWER ===
","The question does not provide any specific information regarding the enzyme being deficient in Holocarboxylase Synthetase Deficiency. Therefore, the answer is ""I don't know based on the provided knowledge."""
274,tinyllama,Holocarboxylase Synthetase Deficiency,hasSymptom,What symptoms are associated with Holocarboxylase Synthetase Deficiency?,Seizures; Skin Rash,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Holocarboxylase Synthetase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Mixed Organic Acids
Deficient Enzyme: Holocarboxylase Synthetase
Symptoms: Seizures, Skin Rash
Inheritance Pattern: Autosomal Recessive
Causative Gene: HLCS

=== QUESTION ===
What symptoms are associated with Holocarboxylase Synthetase Deficiency?

=== ANSWER ===
","No external knowledge is provided in this question, and hence the answer based on the given knowledge is: Symptoms of Seizures, Skiptrophic Rabies."
275,tinyllama,Holocarboxylase Synthetase Deficiency,accumulatesMetabolite,Which metabolite accumulates in Holocarboxylase Synthetase Deficiency?,Mixed Organic Acids,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Holocarboxylase Synthetase Deficiency
Treatment: Biotin Supplementation
Accumulated Metabolite: Mixed Organic Acids
Deficient Enzyme: Holocarboxylase Synthetase
Symptoms: Seizures, Skin Rash
Inheritance Pattern: Autosomal Recessive
Causative Gene: HLCS

=== QUESTION ===
Which metabolite accumulates in Holocarboxylase Synthetase Deficiency?

=== ANSWER ===
","The question is based on the provided knowledge, and the answer should align with it. If the given knowledge does not include a specific answer to the question, then the best response would be ""No"" or ""Not applicable"". The knowledge above provides a summary of available information about Holocarboxylase Synthetase Deficiency and related diseases, including the known deficiency pattern and causative gene."
